TITLE = "NACA0012 Airfoil Data"
VARIABLES = "x" "y" "ripple"
ZONE T = "square" N=575, E=1056, F=FEPOINT, ET=TRIANGLE
   1.0000000000e+00    0.0000000000e+00    0.0000000000e+00
   9.6576892320e-01   -4.7654373000e-03    0.0000000000e+00
   9.3143047060e-01   -9.3268040430e-03    0.0000000000e+00
   8.9697572500e-01   -1.3716915080e-02    0.0000000000e+00
   8.6240211890e-01   -1.7965498920e-02    0.0000000000e+00
   8.2771066490e-01   -2.2073915510e-02    0.0000000000e+00
   7.9290656730e-01   -2.6025107610e-02    0.0000000000e+00
   7.5799491000e-01   -2.9801923930e-02    0.0000000000e+00
   7.2297572940e-01   -3.3402887230e-02    0.0000000000e+00
   6.8784406610e-01   -3.6849101660e-02    0.0000000000e+00
   6.5259221640e-01   -4.0163833570e-02    0.0000000000e+00
   6.1721853680e-01   -4.3351144350e-02    0.0000000000e+00
   5.8172891520e-01   -4.6351981450e-02    0.0000000000e+00
   5.4613481520e-01   -4.9093385460e-02    0.0000000000e+00
   5.1044624150e-01   -5.1512739880e-02    0.0000000000e+00
   4.7469715280e-01   -5.3630569740e-02    0.0000000000e+00
   4.3896299460e-01   -5.5506263430e-02    0.0000000000e+00
   4.0327820340e-01   -5.7196020140e-02    0.0000000000e+00
   3.6766583390e-01   -5.8610385480e-02    0.0000000000e+00
   3.3215546000e-01   -5.9517206980e-02    0.0000000000e+00
   2.9677458230e-01   -5.9681095390e-02    0.0000000000e+00
   2.6153265980e-01   -5.9007152630e-02    0.0000000000e+00
   2.2639268240e-01   -5.7692341310e-02    0.0000000000e+00
   1.9131572200e-01   -5.5968857190e-02    0.0000000000e+00
   1.5629155370e-01   -5.3893292470e-02    0.0000000000e+00
   1.2147073220e-01   -5.0640520590e-02    0.0000000000e+00
   8.7052405260e-02   -4.5113284890e-02    0.0000000000e+00
   5.3497554330e-02   -3.6325034920e-02    0.0000000000e+00
   2.5873375480e-02   -2.5358320170e-02    0.0000000000e+00
   9.7851782250e-03   -1.5557415670e-02    0.0000000000e+00
   2.0093629570e-03   -7.3713181470e-03    0.0000000000e+00
   0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
   2.0093629570e-03    7.3713181470e-03    0.0000000000e+00
   9.7851782250e-03    1.5557415670e-02    0.0000000000e+00
   2.5873375480e-02    2.5358320170e-02    0.0000000000e+00
   5.3497554330e-02    3.6325034920e-02    0.0000000000e+00
   8.7052405260e-02    4.5113284890e-02    0.0000000000e+00
   1.2147073220e-01    5.0640520590e-02    0.0000000000e+00
   1.5629155370e-01    5.3893292470e-02    0.0000000000e+00
   1.9131572200e-01    5.5968857190e-02    0.0000000000e+00
   2.2639268240e-01    5.7692341310e-02    0.0000000000e+00
   2.6153265980e-01    5.9007152630e-02    0.0000000000e+00
   2.9677458230e-01    5.9681095390e-02    1.0000000000e-03
   3.3215546000e-01    5.9517206980e-02    0.0000000000e+00
   3.6766583390e-01    5.8610385480e-02    0.0000000000e+00
   4.0327820340e-01    5.7196020140e-02    0.0000000000e+00
   4.3896299460e-01    5.5506263430e-02    0.0000000000e+00
   4.7469715280e-01    5.3630569740e-02    0.0000000000e+00
   5.1044624150e-01    5.1512739880e-02    0.0000000000e+00
   5.4613481520e-01    4.9093385460e-02    0.0000000000e+00
   5.8172891520e-01    4.6351981450e-02    0.0000000000e+00
   6.1721853680e-01    4.3351144350e-02    0.0000000000e+00
   6.5259221640e-01    4.0163833570e-02    0.0000000000e+00
   6.8784406610e-01    3.6849101660e-02    0.0000000000e+00
   7.2297572940e-01    3.3402887230e-02    0.0000000000e+00
   7.5799491000e-01    2.9801923930e-02    0.0000000000e+00
   7.9290656730e-01    2.6025107610e-02    0.0000000000e+00
   8.2771066490e-01    2.2073915510e-02    0.0000000000e+00
   8.6240211890e-01    1.7965498920e-02    0.0000000000e+00
   8.9697572500e-01    1.3716915080e-02    0.0000000000e+00
   9.3143047060e-01    9.3268040430e-03    0.0000000000e+00
   9.6576892320e-01    4.7654373000e-03    0.0000000000e+00
   1.0499824610e+01    0.0000000000e+00    0.0000000000e+00
   1.0307677740e+01    1.9509015940e+00    0.0000000000e+00
   9.7386212090e+00    3.8268312590e+00    0.0000000000e+00
   8.8145235020e+00    5.5556981930e+00    0.0000000000e+00
   7.5708971180e+00    7.0710631210e+00    0.0000000000e+00
   6.0555338400e+00    8.3146915160e+00    0.0000000000e+00
   4.3266681320e+00    9.2387915170e+00    0.0000000000e+00
   2.4507392220e+00    9.8078505390e+00    0.0000000000e+00
   4.9983788290e-01    1.0000000000e+01    0.0000000000e+00
  -1.4510639660e+00    9.8078557160e+00    0.0000000000e+00
  -3.3269943860e+00    9.2388016720e+00    0.0000000000e+00
  -5.0558625460e+00    8.3147062590e+00    0.0000000000e+00
  -6.5712291240e+00    7.0710818850e+00    0.0000000000e+00
  -7.8148595300e+00    5.5557202570e+00    0.0000000000e+00
  -8.7389618250e+00    3.8268557750e+00    0.0000000000e+00
  -9.3080233360e+00    1.9509276200e+00    0.0000000000e+00
  -9.5001753850e+00    2.6535897930e-05    0.0000000000e+00
  -9.3080336890e+00   -1.9508755680e+00    0.0000000000e+00
  -8.7389821340e+00   -3.8268067430e+00    0.0000000000e+00
  -7.8148890150e+00   -5.5556761290e+00    0.0000000000e+00
  -6.5712666520e+00   -7.0710443570e+00    0.0000000000e+00
  -5.0559066740e+00   -8.3146767730e+00    0.0000000000e+00
  -3.3270434180e+00   -9.2387813620e+00    0.0000000000e+00
  -1.4511160180e+00   -9.8078453620e+00    0.0000000000e+00
   4.9978481110e-01   -1.0000000000e+01    0.0000000000e+00
   2.4506871690e+00   -9.8078608930e+00    0.0000000000e+00
   4.3266191000e+00   -9.2388118270e+00    0.0000000000e+00
   6.0554897120e+00   -8.3147210010e+00    0.0000000000e+00
   7.5708595900e+00   -7.0711006480e+00    0.0000000000e+00
   8.8144940170e+00   -5.5557423210e+00    0.0000000000e+00
   9.7386009000e+00   -3.8268802910e+00    0.0000000000e+00
   1.0307667390e+01   -1.9509536460e+00    0.0000000000e+00
  -1.0791093552e+00    5.1259519871e+00    5.1320361232e-05
   1.3711792674e+00   -5.9683500388e+00    1.3614338619e-05
   8.8058252597e-01   -2.4048983049e+00    1.6224437788e-05
  -4.8781641011e+00   -1.5077642613e+00    3.9397968483e-05
   9.5793795194e-01   -1.1879349520e+00    6.4396683848e-06
   1.0015994819e+00   -5.6011282174e-01    2.5155420610e-06
   3.3963798222e-01    2.2251526595e+00    6.7639562810e-05
   3.7613187748e+00    5.8821494812e+00    1.7179064959e-05
  -4.7800629851e+00   -4.4243931363e+00    1.9980549979e-05
   9.1183320534e-01   -2.9177204298e-01    1.0125853375e-06
   7.9507952641e-01    1.1671834568e+00    5.5081188647e-05
   7.3559533386e-01    6.6383146135e-01    4.4569383223e-05
   7.2739180471e-01   -2.3935227130e-01    3.5441112330e-07
   5.5997881799e-01    4.1784415241e-01    4.9075687574e-05
   9.6657911810e-01    3.9255719999e-01    1.5041792218e-05
   4.9815716073e-01   -2.6532231576e-01    3.0038480088e-07
   5.5122263418e-01   -1.7911994299e-01    7.6011714486e-08
   7.1905049342e-01   -1.5118859730e-01    1.1836074656e-07
   8.0129997618e-01    1.9772585730e-01    3.7128651002e-06
   4.9607662756e-01   -1.2052794655e-01    6.8234780037e-09
   6.0305051133e-01   -1.1770928643e-01    2.6170011996e-08
   4.6001448595e-01   -1.7824248312e-01    6.4257335937e-08
  -3.8523040819e-01   -1.3513914887e+00    1.6459658636e-05
   2.8058146336e-01   -2.2664374993e-01    4.5080339538e-07
   3.5440950427e-01   -1.3514736638e-01    7.6759601975e-08
   3.8332744574e-01   -8.9415638718e-01    5.7366379135e-06
   3.1058477022e-01   -1.0259109266e-01    4.8329898937e-08
   2.0720747352e-01   -1.4706396751e-01    2.6879922886e-07
   2.7430716454e-01   -1.7792312153e+00    1.4536727309e-05
  -5.0162986419e+00    4.2612237573e+00    4.0822728999e-05
  -1.6496511269e+00    7.4492482882e+00    1.7944056372e-05
   3.5121258721e-01    2.9117009629e-01    1.1417404557e-04
   2.3309221838e-01    1.6951243630e-01    1.3694143067e-04
